route_id,service_id,trip_id,trip_headsign,shape_id
V7-20-123,2811,4542121,València Sud,6
V7-20-123,2811,4542403,Marítim,6
V7-20-123,2811,4542120,València Sud,6
V7-20-123,2811,4542404,Marítim,6
V7-20-123,2811,4542119,València Sud,6
V7-20-123,2811,4542405,Marítim,6
V7-20-123,2811,4542118,València Sud,6
V7-20-123,2811,4542406,Marítim,6
V7-20-123,2811,4542117,València Sud,6
V7-20-123,2811,4542407,Marítim,6
V7-20-123,2811,4542116,València Sud,6
V7-20-123,2811,4542408,Marítim,6
V7-20-123,2811,4542115,València Sud,6
V7-20-123,2811,4542409,Marítim,6
V7-20-123,2811,4542114,València Sud,6
V7-20-123,2811,4542410,Marítim,6
V7-20-123,2811,4542113,València Sud,6
V7-20-123,2811,4542411,Marítim,6
V7-20-123,2811,4542112,València Sud,6
V7-20-123,2811,4542412,Marítim,6
V7-20-123,2811,4542111,València Sud,6
V7-20-123,2811,4542413,Marítim,6
V7-20-123,2811,4542110,València Sud,6
V7-20-66,2811,4542414,Machado,45
V7-20-123,2811,4542109,València Sud,6
V7-20-66,2811,4542415,Machado,45
V7-20-123,2811,4542108,València Sud,6
V7-20-66,2811,4542416,Machado,45
V7-20-123,2811,4542107,València Sud,6
V7-20-123,2811,4542377,Marítim,6
V7-20-123,2811,4542106,València Sud,6
V8-123-126,2811,4542485,Neptú,9
V8-95-123,2811,4542708,Marítim,9
V8-123-126,2811,4542491,Neptú,9
V8-126-123,2811,4542712,Marítim,59
V8-123-126,2811,4542496,Neptú,9
V8-126-123,2811,4542717,Marítim,59
V8-123-126,2811,4542499,Neptú,9
V8-126-123,2811,4542722,Marítim,59
V8-123-126,2811,4542504,Neptú,9
V8-126-123,2811,4542727,Marítim,59
V8-123-126,2811,4542509,Neptú,9
V8-126-123,2811,4542731,Marítim,59
V8-123-126,2811,4542513,Neptú,9
V8-126-123,2811,4542736,Marítim,59
V8-123-126,2811,4542518,Neptú,9
V8-126-123,2811,4542740,Marítim,59
V8-123-126,2811,4542524,Neptú,9
V8-126-123,2811,4542745,Marítim,59
V8-123-126,2811,4542532,Neptú,9
V8-126-123,2811,4542750,Marítim,59
V8-123-126,2811,4542533,Neptú,9
V8-126-123,2811,4542755,Marítim,59
V8-123-126,2811,4542536,Neptú,9
V8-126-123,2811,4542759,Marítim,59
V8-123-126,2811,4542541,Neptú,9
V8-126-123,2811,4542764,Marítim,59
V8-123-126,2811,4542546,Neptú,9
V8-126-123,2811,4542768,Marítim,59
V8-123-126,2811,4542550,Neptú,9
V8-126-123,2811,4542773,Marítim,59
V8-123-126,2811,4542554,Neptú,9
V8-126-123,2811,4542778,Marítim,59
V8-123-126,2811,4542558,Neptú,9
V8-126-123,2811,4542783,Marítim,59
V8-123-126,2811,4542563,Neptú,9
V8-126-123,2811,4542787,Marítim,59
V8-123-126,2811,4542567,Neptú,9
V8-126-123,2811,4542792,Marítim,59
V8-123-126,2811,4542573,Neptú,9
V8-126-123,2811,4542796,Marítim,59
V8-123-126,2811,4542579,Neptú,9
V8-126-123,2811,4542801,Marítim,59
V8-123-126,2811,4542583,Neptú,9
V8-126-123,2811,4542806,Marítim,59
V8-123-126,2811,4542588,Neptú,9
V8-126-123,2811,4542811,Marítim,59
V8-123-126,2811,4542593,Neptú,9
V8-126-123,2811,4542815,Marítim,59
V8-123-126,2811,4542597,Neptú,9
V8-126-123,2811,4542820,Marítim,59
V8-123-126,2811,4542602,Neptú,9
V8-126-123,2811,4542825,Marítim,59
V8-123-126,2811,4542607,Neptú,9
V8-126-123,2811,4542829,Marítim,59
V8-123-126,2811,4542611,Neptú,9
V8-126-123,2811,4542834,Marítim,59
V8-123-126,2811,4542616,Neptú,9
V8-126-123,2811,4542839,Marítim,59
V8-123-126,2811,4542621,Neptú,9
V8-126-123,2811,4542843,Marítim,59
V8-123-126,2811,4542626,Neptú,9
V8-126-123,2811,4542848,Marítim,59
V8-123-126,2811,4542630,Neptú,9
V8-126-123,2811,4542852,Marítim,59
V8-123-126,2811,4542635,Neptú,9
V8-126-123,2811,4542857,Marítim,59
V8-123-126,2811,4542639,Neptú,9
V8-126-123,2811,4542862,Marítim,59
V8-123-126,2811,4542644,Neptú,9
V8-126-123,2811,4542866,Marítim,59
V8-123-126,2811,4542648,Neptú,9
V8-126-123,2811,4542871,Marítim,59
V8-123-126,2811,4542652,Neptú,9
V8-126-123,2811,4542876,Marítim,59
V8-123-126,2811,4542657,Neptú,9
V8-126-123,2811,4542880,Marítim,59
V8-123-126,2811,4542663,Neptú,9
V8-126-123,2811,4542885,Marítim,59
V8-123-126,2811,4542668,Neptú,9
V8-126-123,2811,4542890,Marítim,59
V8-123-126,2811,4542672,Neptú,9
V8-126-123,2811,4542894,Marítim,59
V8-123-126,2811,4542676,Neptú,9
V8-126-123,2811,4542899,Marítim,59
V8-123-126,2811,4542680,Neptú,9
V8-126-123,2811,4542904,Marítim,59
V8-123-98,2811,4542688,Dr. Lluch,59
V8-126-123,2811,4542909,Marítim,59
V9-186-56,2811,4542417,Alboraia Peris Aragó,69
V9-186-66,2811,4542105,Riba-roja de Túria,69
V9-186-56,2811,4542418,Alboraia Peris Aragó,69
V9-186-66,2811,4542104,Riba-roja de Túria,69
V9-186-56,2811,4542419,Alboraia Peris Aragó,69
V9-186-66,2811,4542103,Riba-roja de Túria,69
V9-186-56,2811,4542420,Alboraia Peris Aragó,69
V9-186-66,2811,4542102,Riba-roja de Túria,69
V9-186-56,2811,4542421,Alboraia Peris Aragó,69
V9-186-66,2811,4542101,Riba-roja de Túria,69
V9-186-66,2811,4542100,Riba-roja de Túria,69
V9-186-56,2811,4542422,Alboraia Peris Aragó,69
V9-186-56,2811,4542099,Riba-roja de Túria,69
V9-73-56,2811,4542423,Alboraia Peris Aragó,69
V9-73-56,2811,4542098,Av. del Cid,69
V9-186-56,2811,4542424,Alboraia Peris Aragó,69
V9-186-56,2811,4542097,Riba-roja de Túria,69
V9-73-56,2811,4542425,Alboraia Peris Aragó,69
V9-73-56,2811,4542096,Av. del Cid,69
V9-186-56,2811,4542426,Alboraia Peris Aragó,69
V9-186-56,2811,4542095,Riba-roja de Túria,69
V9-73-56,2811,4542427,Alboraia Peris Aragó,69
V9-73-56,2811,4542094,Av. del Cid,69
V9-186-56,2811,4542428,Alboraia Peris Aragó,69
V9-186-56,2811,4542093,Riba-roja de Túria,69
V9-73-56,2811,4542429,Alboraia Peris Aragó,69
V9-73-56,2811,4542092,Av. del Cid,69
V9-186-56,2811,4542430,Alboraia Peris Aragó,69
V9-186-56,2811,4542091,Riba-roja de Túria,69
V9-73-56,2811,4542431,Alboraia Peris Aragó,69
V9-73-56,2811,4542090,Av. del Cid,69
V9-186-56,2811,4542432,Alboraia Peris Aragó,69
V9-186-56,2811,4542089,Riba-roja de Túria,69
V9-73-56,2811,4542433,Alboraia Peris Aragó,69
V9-73-56,2811,4542088,Av. del Cid,69
V9-186-56,2811,4542434,Alboraia Peris Aragó,69
V9-186-56,2811,4542087,Riba-roja de Túria,69
V9-73-56,2811,4542435,Alboraia Peris Aragó,69
V9-73-56,2811,4542086,Av. del Cid,69
V9-186-56,2811,4542436,Alboraia Peris Aragó,69
V9-186-56,2811,4542085,Riba-roja de Túria,69
V9-73-56,2811,4542437,Alboraia Peris Aragó,69
V9-73-56,2811,4542084,Av. del Cid,69
V9-186-56,2811,4542438,Alboraia Peris Aragó,69
V9-186-56,2811,4542083,Riba-roja de Túria,69
V9-73-56,2811,4542439,Alboraia Peris Aragó,69
V9-73-56,2811,4542082,Av. del Cid,69
V9-186-56,2811,4542440,Alboraia Peris Aragó,69
V9-186-56,2811,4542081,Riba-roja de Túria,69
V9-73-56,2811,4542441,Alboraia Peris Aragó,69
V9-73-56,2811,4542080,Av. del Cid,69
V9-186-56,2811,4542442,Alboraia Peris Aragó,69
V9-186-56,2811,4542079,Riba-roja de Túria,69
V9-73-56,2811,4542443,Alboraia Peris Aragó,69
V9-73-56,2811,4542078,Av. del Cid,69
V9-186-56,2811,4542444,Alboraia Peris Aragó,69
V9-186-56,2811,4542077,Riba-roja de Túria,69
V9-73-56,2811,4542445,Alboraia Peris Aragó,69
V9-73-56,2811,4542076,Av. del Cid,69
V9-186-56,2811,4542446,Alboraia Peris Aragó,69
V9-186-56,2811,4542075,Riba-roja de Túria,69
V9-73-56,2811,4542447,Alboraia Peris Aragó,69
V9-73-56,2811,4542074,Av. del Cid,69
V9-186-56,2811,4542448,Alboraia Peris Aragó,69
V9-186-56,2811,4542073,Riba-roja de Túria,69
V9-73-56,2811,4542449,Alboraia Peris Aragó,69
V9-73-56,2811,4542072,Av. del Cid,69
V9-186-56,2811,4542450,Alboraia Peris Aragó,69
V9-186-56,2811,4542071,Riba-roja de Túria,69
V9-73-56,2811,4542451,Alboraia Peris Aragó,69
V9-73-56,2811,4542070,Av. del Cid,69
V9-186-56,2811,4542452,Alboraia Peris Aragó,69
V9-186-56,2811,4542069,Riba-roja de Túria,69
V9-186-66,2811,4542453,Machado,69
V9-186-66,2811,4542454,Machado,69
V9-186-56,2811,4542068,Riba-roja de Túria,69
V9-186-66,2811,4542455,Machado,69
V9-186-56,2811,4542067,Riba-roja de Túria,69
V10-190-197,2812,4507644,Natzaret,74
V10-197-190,2812,4507774,Alacant,73
V10-190-197,2812,4507645,Natzaret,74
V10-197-190,2812,4507775,Alacant,73
V10-190-197,2812,4507646,Natzaret,74
V10-197-190,2812,4507776,Alacant,73
V10-190-197,2812,4507647,Natzaret,74
V10-197-190,2812,4507777,Alacant,73
V10-190-197,2812,4507648,Natzaret,74
V1-36-78,2812,4506604,Seminari - CEU,48
V10-197-190,2812,4507778,Alacant,73
V10-190-197,2812,4507649,Natzaret,74
V10-194-190,2812,4507779,Alacant,73
V10-190-194,2812,4507650,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507780,Alacant,73
V10-190-197,2812,4507651,Natzaret,74
V10-194-190,2812,4507781,Alacant,73
V10-190-194,2812,4507652,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507782,Alacant,73
V10-190-197,2812,4507653,Natzaret,74
V10-194-190,2812,4507783,Alacant,73
V10-190-194,2812,4507654,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507784,Alacant,73
V10-190-197,2812,4507655,Natzaret,74
V10-194-190,2812,4507785,Alacant,73
V10-190-194,2812,4507656,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507786,Alacant,73
V10-190-197,2812,4507657,Natzaret,74
V10-194-190,2812,4507787,Alacant,73
V10-190-194,2812,4507658,Ciutat Arts i Ciències - Justícia,74
V1-29-20,2812,4506605,Empalme,2
V10-197-190,2812,4507788,Alacant,73
V10-190-197,2812,4507659,Natzaret,74
V10-194-190,2812,4507789,Alacant,73
V10-190-194,2812,4507660,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507790,Alacant,73
V10-190-197,2812,4507661,Natzaret,74
V10-194-190,2812,4507791,Alacant,73
V10-190-194,2812,4507662,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507792,Alacant,73
V10-190-197,2812,4507663,Natzaret,74
V1-20-29,2812,4507024,València Sud,48
V10-194-190,2812,4507793,Alacant,73
V10-190-194,2812,4507664,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507794,Alacant,73
V10-190-197,2812,4507665,Natzaret,74
V10-194-190,2812,4507795,Alacant,73
V10-190-194,2812,4507666,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507796,Alacant,73
V10-190-197,2812,4507667,Natzaret,74
V10-194-190,2812,4507797,Alacant,73
V10-190-194,2812,4507668,Ciutat Arts i Ciències - Justícia,74
V1-39-78,2812,4506603,Bétera,48
V10-197-190,2812,4507798,Alacant,73
V10-190-197,2812,4507669,Natzaret,74
V10-194-190,2812,4507799,Alacant,73
V10-190-194,2812,4507670,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507800,Alacant,73
V10-190-197,2812,4507671,Natzaret,74
V10-194-190,2812,4507801,Alacant,73
V10-190-194,2812,4507672,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507802,Alacant,73
V10-190-197,2812,4507673,Natzaret,74
V10-194-190,2812,4507803,Alacant,73
V10-190-194,2812,4507674,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507804,Alacant,73
V10-190-197,2812,4507675,Natzaret,74
V10-194-190,2812,4507805,Alacant,73
V10-190-194,2812,4507676,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507806,Alacant,73
V10-190-197,2812,4507677,Natzaret,74
V10-194-190,2812,4507807,Alacant,73
V10-190-194,2812,4507678,Ciutat Arts i Ciències - Justícia,74
V1-36-20,2812,4506602,Seminari - CEU,2
V10-197-190,2812,4507808,Alacant,73
V10-190-197,2812,4507679,Natzaret,74
V10-194-190,2812,4507809,Alacant,73
V10-190-194,2812,4507680,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507810,Alacant,73
V10-190-197,2812,4507681,Natzaret,74
V10-194-190,2812,4507811,Alacant,73
V10-190-194,2812,4507682,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507812,Alacant,73
V10-190-197,2812,4507683,Natzaret,74
V10-194-190,2812,4507813,Alacant,73
V10-190-194,2812,4507684,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507814,Alacant,73
V10-190-197,2812,4507685,Natzaret,74
V10-194-190,2812,4507815,Alacant,73
V10-190-194,2812,4507686,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507816,Alacant,73
V10-190-197,2812,4507687,Natzaret,74
V10-194-190,2812,4507817,Alacant,73
V10-190-194,2812,4507688,Ciutat Arts i Ciències - Justícia,74
V1-29-78,2812,4506601,Empalme,48
V10-197-190,2812,4507818,Alacant,73
V10-190-197,2812,4507689,Natzaret,74
V10-194-190,2812,4507819,Alacant,73
V10-190-194,2812,4507690,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507820,Alacant,73
V10-190-197,2812,4507691,Natzaret,74
V10-194-190,2812,4507821,Alacant,73
V10-190-194,2812,4507692,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507822,Alacant,73
V10-190-197,2812,4507693,Natzaret,74
V1-20-36,2812,4507023,València Sud,48
V10-194-190,2812,4507823,Alacant,73
V10-190-194,2812,4507694,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507824,Alacant,73
V10-190-197,2812,4507695,Natzaret,74
V10-194-190,2812,4507825,Alacant,73
V10-190-194,2812,4507696,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507826,Alacant,73
V10-190-197,2812,4507697,Natzaret,74
V10-194-190,2812,4507827,Alacant,73
V10-190-194,2812,4507698,Ciutat Arts i Ciències - Justícia,74
V1-39-20,2812,4506600,Bétera,2
V10-197-190,2812,4507828,Alacant,73
V10-190-197,2812,4507699,Natzaret,74
V10-194-190,2812,4507829,Alacant,73
V10-190-194,2812,4507700,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507830,Alacant,73
V10-190-197,2812,4507701,Natzaret,74
V10-194-190,2812,4507831,Alacant,73
V10-190-194,2812,4507702,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507832,Alacant,73
V10-190-197,2812,4507703,Natzaret,74
V10-194-190,2812,4507833,Alacant,73
V10-190-194,2812,4507704,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507834,Alacant,73
V10-190-197,2812,4507705,Natzaret,74
V10-194-190,2812,4507835,Alacant,73
V10-190-194,2812,4507706,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507836,Alacant,73
V10-190-197,2812,4507707,Natzaret,74
V10-194-190,2812,4507837,Alacant,73
V10-190-194,2812,4507708,Ciutat Arts i Ciències - Justícia,74
V1-39-20,2812,4506598,Bétera,2
V10-197-190,2812,4507838,Alacant,73
V10-190-197,2812,4507709,Natzaret,74
V10-194-190,2812,4507839,Alacant,73
V10-190-194,2812,4507710,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507840,Alacant,73
V10-190-197,2812,4507711,Natzaret,74
V10-194-190,2812,4507841,Alacant,73
V10-190-194,2812,4507712,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507842,Alacant,73
V10-190-197,2812,4507713,Natzaret,74
V1-20-29,2812,4507022,València Sud,48
V10-194-190,2812,4507843,Alacant,73
V10-190-194,2812,4507714,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507844,Alacant,73
V10-190-197,2812,4507715,Natzaret,74
V10-194-190,2812,4507845,Alacant,73
V10-190-194,2812,4507716,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507846,Alacant,73
V10-190-197,2812,4507717,Natzaret,74
V10-194-190,2812,4507847,Alacant,73
V10-190-194,2812,4507718,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507848,Alacant,73
V10-190-197,2812,4507719,Natzaret,74
V10-194-190,2812,4507849,Alacant,73
V10-190-194,2812,4507720,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507850,Alacant,73
V10-190-197,2812,4507721,Natzaret,74
V10-194-190,2812,4507851,Alacant,73
V10-190-194,2812,4507722,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507852,Alacant,73
V10-190-197,2812,4507723,Natzaret,74
V10-194-190,2812,4507853,Alacant,73
V10-190-194,2812,4507724,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507854,Alacant,73
V10-190-197,2812,4507725,Natzaret,74
V10-194-190,2812,4507855,Alacant,73
V10-190-194,2812,4507726,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507856,Alacant,73
V10-190-197,2812,4507727,Natzaret,74
V10-194-190,2812,4507857,Alacant,73
V10-190-194,2812,4507728,Ciutat Arts i Ciències - Justícia,74
V1-36-20,2812,4506599,Seminari - CEU,2
V10-197-190,2812,4507858,Alacant,73
V10-190-197,2812,4507729,Natzaret,74
V10-194-190,2812,4507859,Alacant,73
V10-190-194,2812,4507730,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507860,Alacant,73
V10-190-197,2812,4507731,Natzaret,74
V10-194-190,2812,4507861,Alacant,73
V10-190-194,2812,4507732,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507862,Alacant,73
V10-190-197,2812,4507733,Natzaret,74
V1-20-36,2812,4507021,València Sud,48
V10-194-190,2812,4507863,Alacant,73
V10-190-194,2812,4507734,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507864,Alacant,73
V10-190-197,2812,4507735,Natzaret,74
V10-194-190,2812,4507865,Alacant,73
V10-190-194,2812,4507736,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507866,Alacant,73
V10-190-197,2812,4507737,Natzaret,74
V10-194-190,2812,4507867,Alacant,73
V10-190-194,2812,4507738,Ciutat Arts i Ciències - Justícia,74
V1-39-20,2812,4506596,Bétera,2
V10-197-190,2812,4507868,Alacant,73
V10-190-197,2812,4507739,Natzaret,74
V10-194-190,2812,4507869,Alacant,73
V10-190-194,2812,4507740,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507870,Alacant,73
V10-190-197,2812,4507741,Natzaret,74
V10-194-190,2812,4507871,Alacant,73
V10-190-194,2812,4507742,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507872,Alacant,73
V10-190-197,2812,4507743,Natzaret,74
V1-20-39,2812,4507020,València Sud,48
V10-194-190,2812,4507873,Alacant,73
V10-190-194,2812,4507744,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507874,Alacant,73
V10-190-197,2812,4507745,Natzaret,74
V10-194-190,2812,4507875,Alacant,73
V10-190-194,2812,4507746,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507876,Alacant,73
V10-190-197,2812,4507747,Natzaret,74
V10-194-190,2812,4507877,Alacant,73
V10-190-194,2812,4507748,Ciutat Arts i Ciències - Justícia,74
V1-39-20,2812,4506597,Bétera,2
V10-197-190,2812,4507878,Alacant,73
V10-190-197,2812,4507749,Natzaret,74
V10-194-190,2812,4507879,Alacant,73
V10-190-194,2812,4507750,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507880,Alacant,73
V10-190-197,2812,4507751,Natzaret,74
V10-194-190,2812,4507881,Alacant,73
V10-190-194,2812,4507752,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507882,Alacant,73
V10-190-197,2812,4507753,Natzaret,74
V10-194-190,2812,4507883,Alacant,73
V10-190-194,2812,4507754,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507884,Alacant,73
V10-190-197,2812,4507755,Natzaret,74
V10-194-190,2812,4507885,Alacant,73
V10-190-194,2812,4507756,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507886,Alacant,73
V10-190-197,2812,4507757,Natzaret,74
V10-194-190,2812,4507887,Alacant,73
V10-190-194,2812,4507758,Ciutat Arts i Ciències - Justícia,74
V1-36-20,2812,4506594,Seminari - CEU,2
V10-197-190,2812,4507888,Alacant,73
V10-190-197,2812,4507759,Natzaret,74
V10-194-190,2812,4507889,Alacant,73
V10-190-194,2812,4507760,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507890,Alacant,73
V10-190-197,2812,4507761,Natzaret,74
V10-194-190,2812,4507891,Alacant,73
V10-190-194,2812,4507762,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507892,Alacant,73
V10-190-197,2812,4507763,Natzaret,74
V10-194-190,2812,4507893,Alacant,73
V10-190-194,2812,4507764,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507894,Alacant,73
V10-190-197,2812,4507765,Natzaret,74
V10-194-190,2812,4507895,Alacant,73
V10-190-194,2812,4507766,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507896,Alacant,73
V10-190-197,2812,4507767,Natzaret,74
V10-194-190,2812,4507897,Alacant,73
V10-190-194,2812,4507768,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2812,4507898,Alacant,73
V10-190-197,2812,4507769,Natzaret,74
V10-197-190,2812,4507899,Alacant,73
V10-190-197,2812,4507770,Natzaret,74
V10-197-190,2812,4507900,Alacant,73
V10-190-197,2812,4507771,Natzaret,74
V10-197-190,2812,4507901,Alacant,73
V10-190-197,2812,4507772,Natzaret,74
V10-197-190,2812,4507902,Alacant,73
V10-190-197,2812,4507773,Natzaret,74
V1-20-39,2812,4507019,València Sud,48
V10-197-190,2812,4507903,Alacant,73
V1-20-39,2812,4507018,València Sud,48
V1-39-20,2812,4506593,Bétera,2
V1-20-36,2812,4507017,València Sud,48
V1-20-39,2812,4507016,València Sud,48
V1-38-20,2812,4506591,Bétera,48
V1-20-39,2812,4507015,València Sud,48
V1-36-20,2812,4506590,Seminari - CEU,2
V1-20-35,2812,4507014,València Sud,2
V1-39-20,2812,4506589,Bétera,2
V1-20-39,2812,4507013,València Sud,48
V1-36-20,2812,4506588,Seminari - CEU,2
V1-20-39,2812,4507012,València Sud,48
V1-39-20,2812,4506587,Bétera,2
V1-20-36,2812,4507011,València Sud,48
V1-36-20,2812,4506586,Seminari - CEU,2
V1-20-39,2812,4507010,València Sud,48
V1-20-36,2812,4507009,València Sud,48
V1-39-20,2812,4506584,Bétera,2
V1-36-20,2812,4506585,Seminari - CEU,2
V1-20-39,2812,4507008,València Sud,48
V1-35-20,2812,4506582,Seminari - CEU,48
V1-20-36,2812,4507007,València Sud,48
V1-39-20,2812,4506583,Bétera,2
V1-20-39,2812,4507006,València Sud,48
V1-35-20,2812,4506580,Seminari - CEU,48
V1-20-36,2812,4507005,València Sud,48
V1-36-20,2812,4506581,Seminari - CEU,2
V1-20-39,2812,4507004,València Sud,48
V1-39-20,2812,4506578,Bétera,2
V1-20-36,2812,4507003,València Sud,48
V1-36-20,2812,4506579,Seminari - CEU,2
V1-20-36,2812,4507002,València Sud,48
V1-38-20,2812,4506577,Bétera,48
V1-20-39,2812,4507001,València Sud,48
V1-36-20,2812,4506576,Seminari - CEU,2
V1-20-36,2812,4507000,València Sud,48
V1-39-20,2812,4506574,Bétera,2
V1-20-36,2812,4506999,València Sud,48
V1-36-78,2812,4506575,Seminari - CEU,48
V1-20-39,2812,4506998,València Sud,48
V1-39-20,2812,4506573,Bétera,2
V1-20-36,2812,4506997,València Sud,48
V1-36-20,2812,4506572,Seminari - CEU,2
V1-20-39,2812,4506996,València Sud,48
V1-39-20,2812,4506571,Bétera,2
V1-20-36,2812,4506995,València Sud,48
V1-20-39,2812,4506994,València Sud,48
V1-39-20,2812,4506569,Bétera,2
V1-20-36,2812,4506993,València Sud,48
V1-20-39,2812,4506992,València Sud,48
V1-36-20,2812,4506570,Seminari - CEU,2
V1-20-36,2812,4506991,València Sud,48
V1-39-20,2812,4506567,Bétera,2
V1-20-39,2812,4506990,València Sud,48
V1-39-20,2812,4506568,Bétera,2
V1-36-20,2812,4506565,Seminari - CEU,2
V1-20-39,2812,4506989,València Sud,48
V1-20-36,2812,4506988,València Sud,48
V1-38-20,2812,4506566,Bétera,48
V1-20-39,2812,4506987,València Sud,48
V1-39-20,2812,4506563,Bétera,2
V1-20-39,2812,4506986,València Sud,48
V1-36-20,2812,4506564,Seminari - CEU,2
V1-39-20,2812,4506561,Bétera,2
V1-20-36,2812,4506985,València Sud,48
V1-36-20,2812,4506562,Seminari - CEU,2
V1-20-39,2812,4506984,València Sud,48
V1-39-20,2812,4506559,Bétera,2
V1-20-39,2812,4506983,València Sud,48
V1-20-36,2812,4506982,València Sud,48
V1-36-78,2812,4506560,Seminari - CEU,48
V1-20-39,2812,4506981,València Sud,48
V1-38-20,2812,4506558,Bétera,48
V1-20-35,2812,4506980,València Sud,2
V1-36-20,2812,4506556,Seminari - CEU,2
V1-20-39,2812,4506979,València Sud,48
V1-36-20,2812,4506557,Seminari - CEU,2
V1-20-36,2812,4506978,València Sud,48
V1-39-20,2812,4506555,Bétera,2
V1-20-39,2812,4506977,València Sud,48
V1-20-35,2812,4506976,València Sud,2
V1-36-78,2812,4506554,Seminari - CEU,48
V1-20-36,2812,4506975,València Sud,48
V1-36-20,2812,4506553,Seminari - CEU,2
V1-39-20,2812,4506552,Bétera,2
V1-20-39,2812,4506974,València Sud,48
V1-36-20,2812,4506551,Seminari - CEU,2
V1-20-35,2812,4506973,València Sud,2
V1-39-20,2812,4506550,Bétera,2
V1-20-36,2812,4506972,València Sud,48
V1-36-20,2812,4506549,Seminari - CEU,2
V1-20-39,2812,4506971,València Sud,48
V1-39-20,2812,4506548,Bétera,2
V1-20-35,2812,4506970,València Sud,2
V1-20-39,2812,4506969,València Sud,48
V1-36-20,2812,4506547,Seminari - CEU,2
V1-20-36,2812,4506968,València Sud,48
V1-39-20,2812,4506546,Bétera,2
V1-36-78,2812,4506545,Seminari - CEU,48
V1-20-39,2812,4506967,València Sud,48
V1-20-35,2812,4506966,València Sud,2
V1-38-78,2812,4506544,Bétera,48
V1-20-36,2812,4506965,València Sud,48
V1-36-20,2812,4506543,Seminari - CEU,2
V1-39-78,2812,4506542,Bétera,48
V1-20-39,2812,4506964,València Sud,48
V1-36-20,2812,4506541,Seminari - CEU,2
V1-20-35,2812,4506963,València Sud,2
V1-38-20,2812,4506540,Bétera,48
V1-20-39,2812,4506962,València Sud,48
V1-20-39,2812,4506961,València Sud,48
V1-36-20,2812,4506539,Seminari - CEU,2
V1-20-36,2812,4506960,València Sud,48
V1-39-20,2812,4506538,Bétera,2
V1-29-20,2812,4506537,Empalme,2
V1-20-39,2812,4506959,València Sud,48
V1-36-20,2812,4506536,Seminari - CEU,2
V1-20-36,2812,4506958,València Sud,48
V1-39-20,2812,4506535,Bétera,2
